"year","site_number","N_mean","N_se","N_q025","N_q05","N_median","N_q95","N_q975","change_since_2009_mean","change_since_2009_q025","change_since_2009_q05","change_since_2009_median","change_since_2009_q95","change_since_2009_q975","prob_decline_since_2009","site_id","site_name","lat","lon","img_lat_mean","img_lon_mean","ccamlr_reg","ice_reg","p_ice_reg","MPA_current_name","MPA_proposed_name","in_MPA_current","in_MPA_any","site_id_factor"
2010,34,2881.57884993754,805.608375080678,1729.98832063301,1851.66703096038,2738.64400888462,4392.64552544807,4839.18465564428,-398.163711939731,-2297.31242230375,-1885.03513962827,-363.896605464726,968.058479175242,1295.50366355476,0.687066666666667,"DARN","Cape Darnley",-67.88,69.7,-67.88,49.78571429,"Division 58.4.2","West Indian Ocean","Indian","","P-EARSMPA","no","yes","DARN"
2010,35,4572.63482383876,1103.05455623953,2907.88307450921,3096.15511046214,4410.28979351864,6583.30144785616,7229.2983551182,-466.316145480823,-2754.90145168755,-2330.82400135787,-504.88006450455,1494.75770867555,2020.52590976558,0.677233333333333,"AMAN","Amanda Bay",-69.27,76.83,-69.27,59.75666667,"Division 58.4.2","East Indian Ocean","Indian","","","no","no","AMAN"
2010,36,449.332321337803,244.79789059698,193.538124410606,211.866008853431,386.191790509318,893.629012267039,1079.05560208915,-108.348859771862,-710.04581035202,-539.25586271685,-77.8998255401429,240.462098494155,380.944708524424,0.700066666666667,"BBAY","Barrier Bay",-67.22,81.92,-67.22,0,"Division 58.4.1","East Indian Ocean","Indian","","","no","no","BBAY"
2010,37,5100.55535810766,1603.00028090942,2959.69833060681,3160.85457807719,4795.1295619392,8063.854379196,9083.13096540827,-32.5746461852434,-4844.67317958691,-3722.39832281512,89.2624691254996,3469.08228505638,4761.72722544584,0.479633333333333,"HASW","Haswell Island",-66.52,93.01,-66.52,0,"Division 58.4.1","East Indian Ocean","Pacific","","P-EARSMPA","no","yes","HASW"
2010,38,5427.55612119999,2476.31168313941,0,2278.94390112505,5112.3568180716,9779.59098529521,11131.1497034794,-618.942249447011,-5758.44767973135,-4403.43371473833,-583.610504461843,2796.74665969679,3739.99614712722,0.637333333333333,"SHAC","Shackleton Ice Shelf",-64.86,96.02,-64.86,0,"Division 58.4.1","East Indian Ocean","Pacific","","","no","no","SHAC"
2010,39,1981.02078545074,571.544736206347,1166.85447189856,1254.47729521545,1884.55282743696,3039.49511963354,3389.82723306894,21.2386235617676,-1277.81528816549,-975.719510793687,40.0526544849432,946.948238810166,1177.29892350999,0.467166666666667,"BOWM","Bowman Island",-65.16,103.07,-65.16,73.62142857,"Division 58.4.1","Australia","Pacific","","","no","no","BOWM"
2010,40,2245.93371318937,655.051245846171,1352.54521049998,1444.39006978093,2126.54866779294,3464.58398405839,3861.8187553142,-213.153301649222,-2539.78033630563,-2012.17357346813,-128.406449266475,1311.60924464573,2011.13973719332,0.5706,"PSON","Peterson Bank",-65.92,110.23,-65.92,94.48285714,"Division 58.4.1","Australia","Pacific","","","no","no","PSON"
2010,41,9906.83235835654,2762.06195166651,5889.35147826029,6328.95881584453,9459.37484347656,15070.0042678079,16606.960071631,-1492.41190659096,-8268.75851450221,-6760.47753160561,-1348.95340842994,3260.30978747114,4400.49493163589,0.6972,"DIBB","Dibble Glacier",-66.01,134.79,-66.01,117.94125,"Division 58.4.1","Australia","Pacific","","","no","no","DIBB"
2010,42,1732.25351469634,544.743221675396,957.592490266087,1036.67340749484,1634.62249574447,2746.96378764334,3053.59338779846,-583.830425055221,-1900.17340663915,-1622.94261585946,-551.999391430345,351.277657231007,561.804900752708,0.855166666666667,"PGEO","Point Geologie",-66.67,140.01,-66.67,108.8966667,"Division 58.4.1","Australia","Pacific","","P-EARSMPA","no","yes","PGEO"
2010,43,0,0,0,0,0,0,0,-5502.57981390357,-9680.65501668569,-8622.08298435007,-5182.73368618398,-3451.65490446404,-3232.04139745232,1,"MERT","Mertz Glacier",-67.23,145.516,-67.239125,18.1894935,"Division 58.4.1","Victoria Oates Land","Pacific","","P-EARSMPA","no","yes","MERT"
2010,44,1858.86091825501,562.550832679374,1087.05262130442,1164.13802925117,1755.39516694736,2898.20247752317,3236.51934948326,-43.4792264960578,-1278.11404837414,-999.444329981076,-26.0008338070696,835.040178693876,1067.78659524169,0.520533333333333,"DBAY","Davis Bay",-69.35,158.49,-69.35,0,"Subarea 88.1","Victoria Oates Land","Pacific","Ross","","yes","yes","DBAY"
2010,45,11418.9601296145,2976.26451401128,6727.77084267334,7295.06379331452,11057.320860969,16950.2362489316,18397.8791594837,69.4305377571631,-6518.10486280848,-5211.66256237025,131.26325033134,5199.28594611724,6266.53442427156,0.4812,"WASH","Cape Washington",-74.64,165.37,-74.64,0,"Subarea 88.1","Victoria Oates Land","Ross","Ross","","yes","yes","WASH"
2010,46,1789.66517096462,414.153277553842,1151.79498808474,1229.46345991342,1728.85391780549,2548.2461790243,2752.14774692309,-191.413814289697,-1455.26217477103,-1170.85188690611,-143.21278428768,627.513801232239,791.246827247362,0.619166666666667,"BEAN","Beaufort Island",-76.94,167.02,-76.94,146.1425,"Subarea 88.1","Victoria Oates Land","Ross","Ross","","yes","yes","BEAN"
2010,47,8640.06129157131,1598.71213488488,6053.90063024128,6369.07762025375,8453.42428282064,11550.5449866531,12284.0583578495,669.806368384847,-4233.26730811039,-3175.20977003178,832.893144498471,3926.18801661317,4649.9316145344,0.339866666666667,"FRAN","Franklin Island",-76.18,168.43,-76.18,147.37625,"Subarea 88.1","Victoria Oates Land","Ross","Ross","","yes","yes","FRAN"
2010,48,885.866341006648,208.419232295511,569.490064559026,604.175459041553,855.873013152181,1270.96518976339,1388.71700276542,110.842699805292,-565.394216234776,-400.500174275653,146.555399941601,501.583026341277,573.428445479355,0.283466666666667,"CROZ","Cape Crozier",-77.46,169.32,-77.46,112.88,"Subarea 88.1","Victoria Oates Land","Ross","Ross","","yes","yes","CROZ"
2010,49,26412.5389585846,4686.84596884703,18709.97992967,19687.027732385,25919.8989811788,34780.1535784236,37046.7101973323,775.076717372315,-15306.6529494386,-11460.5808692276,1419.79598801988,10797.0427466139,12689.5453863113,0.411,"COUL","Coulman Island",-73.35,169.61,-73.35,152.649,"Subarea 88.1","Victoria Oates Land","Ross","Ross","","yes","yes","COUL"
2010,50,9627.61891581841,1844.49751101975,6680.78982648698,7026.88228193992,9417.5189121306,12925.9916096075,13875.0133444969,-336.53965407056,-6579.93055740407,-5200.56315257097,-75.6202778839815,3574.35290769922,4364.26593543644,0.5128,"ROGE","Cape Roget",-71.99,170.59,-71.99,136.472,"Subarea 88.1","Victoria Oates Land","Ross","Ross","","yes","yes","ROGE"
2011,1,24652.1872142819,6742.2945483649,14196.6945483679,15368.4363176947,23759.3180074577,36859.3736275503,40415.412329534,8182.31533681434,-7145.2106916905,-3987.69776571623,7971.23830795658,21065.3565151521,24215.7511861767,0.1242,"CBEK","Cape Colbeck",-77.135,-157.715,-77.135,-131.4166667,"Subarea 88.2","Amundsen Sea","Ross","Ross","","yes","yes","CBEK"
2011,2,1967.54926781055,714.146705685925,982.144702104862,1079.99106313687,1835.92555352943,3292.75940026026,3724.66679703261,-641.128284284697,-3614.85685803145,-2904.24742137676,-530.122007164113,1338.23919511774,1844.93958012014,0.7103,"RUPE","Rupert Coast",-75.38,-143.3,-75.38,0,"Subarea 88.2","Amundsen Sea","Ross","","","no","no","RUPE"
2011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LEDD","Ledda Bay",-74.228,-130.784,-74.228,-16.36625,"Subarea 88.2","Amundsen Sea","Bell-Amundsen","","","no","no","LEDD"
2011,4,3903.73626571981,931.333126966894,2509.31567425914,2668.43191128071,3763.88508876305,5609.69782605805,6130.94604852175,164.039517897971,-2887.46338072659,-2206.09824436984,262.725440672206,2206.7393810487,2667.97399368454,0.412233333333333,"THUR","Thurston Glacier",-73.5,-125.621,-73.5,-109.918375,"Subarea 88.2","Amundsen Sea","Bell-Amundsen","","","no","no","THUR"
2011,5,3280.38417744737,1268.49076485515,1444.66439100344,1644.48634394669,3069.03912157927,5613.97887197309,6329.49772352078,-4535.88490802226,-8740.1982027993,-7815.24209876193,-4390.91688246052,-1742.81808353412,-1162.49762095444,0.994366666666667,"BEAR","Bear Peninsula",-74.35,-110.25,-74.3555,-82.6875,"Subarea 88.2","Amundsen Sea","Bell-Amundsen","","","no","no","BEAR"
2011,6,3500.08581989214,1023.20250255637,2062.06145091522,2212.38425110944,3324.82449940456,5379.50129195574,5987.83977850244,-2531.1916249998,-6306.26955682362,-5464.56447058986,-2388.99982459019,-67.0428150062218,437.408543492384,0.9543,"BSON","Brownson Islands",-74.35,-103.64,-74.35,-74.02857143,"Subarea 88.3","Amundsen Sea","Bell-Amundsen","","","no","no","BSON"
2011,7,1863.57952436967,770.618484841877,820.727185747183,918.138647938462,1714.2784898268,3299.5536212621,3774.60842044819,-1803.15767869979,-4095.26468436053,-3620.28860900186,-1740.6803929925,-181.443316410851,169.808384300964,0.9658,"NOVI","Noville Peninsula",-71.77,-98.45,-71.77,-86.14375,"Subarea 88.3","Bellingshausen Sea","Bell-Amundsen","","","no","no","NOVI"
2011,8,868.185698571329,319.920052752107,444.380594259474,484.951907998495,803.76676199777,1464.16074062745,1650.5393720282,-330.224458658051,-2015.01498819512,-1552.73060027812,-217.694858385261,535.863300297577,782.016526449531,0.689633333333333,"BRYA","Bryan Coast",-73.246649,-85.353244,-73.246649,-79.25658371,"Subarea 88.3","Bellingshausen Sea","Bell-Amundsen","","","no","no","BRYA"
2011,9,1842.48568465894,592.358525296896,1024.07796352787,1103.25872152126,1729.94019715095,2967.46106839269,3304.47988884138,-2990.29723243962,-5562.73153969285,-5006.77178906016,-2886.66562524161,-1336.72359531527,-1031.57738425303,0.998466666666667,"SMYL","Smyley",-72.3,-78.83,-72.3,-68.97625,"Subarea 88.3","Bellingshausen Sea","Bell-Amundsen","","P-D1MPA","no","yes","SMYL"
2011,10,1015.28121759031,319.904140486459,584.334835148533,627.450607268575,954.116207607766,1613.84924729764,1806.60865404559,-362.327637595524,-2268.39484772643,-1739.35001871563,-229.905246618708,651.903961786451,913.177445943887,0.6719,"ROTS","Rothschild",-69.518,-72.265,-69.518,-66.24291667,"Subarea 88.3","Bellingshausen Sea","Bell-Amundsen","","P-D1MPA","no","yes","ROTS"
2011,11,3104.83697081427,971.365494486799,1682.05381184802,1835.99528180177,2951.32161842924,4889.33211377566,5463.17910863377,-416.23313189082,-2531.25731042999,-2139.77987914339,-459.276728056858,1463.56114444322,1970.11985559517,0.675233333333333,"SMTH","Smith",-74.37,-60.83,-74.37,-48.664,"Subarea 48.5","Bellingshausen Sea","Weddell","","P-WEDDELL","no","yes","SMTH"
2011,12,2020.51632925874,650.171973765921,1116.1470206206,1206.80583820552,1904.51048505202,3234.08871679839,3621.56330020232,-180.184108125405,-2750.30141200789,-2120.9421896184,-91.7862091012877,1534.66589547917,1961.33601584225,0.541666666666667,"JASN","Jason",-66.100236,-60.668903,-66.100236,-53.92791378,"Subarea 48.5","Bellingshausen Sea","Weddell","","P-WEDDELL","no","yes","JASN"
2011,13,4587.47655276609,1209.23745300547,2843.03661623577,3038.96055140042,4375.07931195463,6837.63303508305,7545.62308317787,1047.46904411571,-3066.30871289662,-1984.3191746461,1238.090316248,3461.50701797493,3971.39910056551,0.2128,"DOLL","Dolleman",-70.61,-60.43,-70.65,-47.00111111,"Subarea 48.5","Bellingshausen Sea","Weddell","","P-WEDDELL","no","yes","DOLL"
2011,14,3744.93118932424,1044.99572553265,2214.62393901267,2384.07972731433,3581.45571414495,5674.32273915618,6286.88295638874,-179.424782098937,-3553.89034406156,-2810.43807656441,-81.3679894686456,2101.25480298283,2627.8404378957,0.526966666666667,"SNOW","Snowhill",-64.52,-57.44,-64.52,-44.67555556,"Subarea 48.1","Weddell Sea","Weddell","","P-WEDDELL","no","yes","SNOW"
2011,15,3596.97923106019,984.263028108903,2176.3322975604,2331.2292466441,3434.20412587221,5413.78049406142,5980.24144510545,-2802.53654527286,-6411.46751380822,-5589.14626382325,-2674.41327423229,-431.031076396828,43.2482815618264,0.973466666666667,"GOUL","Gould",-77.71,-47.68,-77.71,-38.144,"Subarea 48.5","Weddell Sea","Weddell","","P-WEDDELL","no","yes","GOUL"
2011,16,5266.23825446515,1262.94077967481,3365.52842868962,3586.64644348949,5074.24136291883,7591.05326762432,8330.4700359958,-1091.95280243529,-4715.05925391176,-3977.85524424449,-1049.22209510402,1617.74285308527,2281.12318506747,0.754433333333333,"LUIT","Luitpold",-77.269,-33.54,-77.269,-27.44832355,"Subarea 48.5","Weddell Sea","Weddell","","P-WEDDELL","no","yes","LUIT"
2011,17,14982.857099053,4795.89235383886,7989.95581945561,8727.80550662587,14212.2507548471,23839.7423094421,26542.7886449784,-5684.66800315489,-18738.2755060298,-15975.9048361153,-5540.83007935515,4348.37156140468,6566.49875194089,0.8389,"HALY","Halley",-75.54,-27.43,-75.54,-24.38222222,"Subarea 48.5","Weddell Sea","Weddell","","P-WEDDELL","no","yes","HALY"
2011,18,2890.66668037417,721.483631295158,1829.44975088408,1944.82083230728,2776.9260816842,4232.97663323719,4626.79731340576,525.152313312432,-1113.67098712383,-799.777659619471,499.163723987831,1934.53099722612,2314.10596371328,0.249333333333333,"DAWS","Dawson",-76.02,-26.67,-76.02,-24.24545455,"Subarea 48.5","Weddell Sea","Weddell","","P-WEDDELL","no","yes","DAWS"
2011,19,8419.50445291922,973.667528523213,6715.86542057906,6946.64580744384,8349.45060010254,10120.8942777163,10522.3665799443,995.49497513488,-5841.07458163261,-4184.29512986332,1519.8696648166,4414.61459661204,4856.69838010587,0.280433333333333,"STCB","Stancomb",-74.12,-23.09,-74.12,-21.44071429,"Subarea 48.5","Weddell Sea","Weddell","","P-WEDDELL","no","yes","STCB"
2011,20,7534.83982964526,1703.07200099078,4942.60375771044,5237.10364643081,7288.13504493028,10661.299917422,11555.1623732369,3022.59552326035,-1806.87734464043,-724.008197453924,3088.16562467663,6515.40632764463,7248.56965042829,0.0795666666666667,"DRES","Drescher",-72.83,-19.34,-72.83,-15.472,"Subarea 48.6","Weddell Sea","Weddell","","P-WEDDELL","no","yes","DRES"
2011,21,4867.43867668625,1122.45000419257,3215.47732841239,3396.81699686308,4687.92985273408,6928.52426676304,7578.02923067205,-154.246467828458,-4542.87373094613,-3466.76015640888,73.8612720763917,2401.75828327512,2902.02261854782,0.480333333333333,"RIIS","Riiser",-72.12,-15.11,-72.12,-12.088,"Subarea 48.6","Dronning Maud Land","Weddell","","P-WEDDELL","no","yes","RIIS"
2011,22,7072.22130872865,816.550348530644,5653.91525467332,5844.97910877044,7009.28363594268,8514.73686147371,8856.37758439528,-777.566965913484,-5710.70348391639,-4571.50164235626,-468.540729618685,1974.66252209199,2403.91124017689,0.606633333333333,"ATKA","Atka",-70.61,-8.13,-70.61,-7.8048,"Subarea 48.6","Dronning Maud Land","Weddell","","P-WEDDELL","no","no","ATKA"
2011,23,3390.30864340404,972.48957523471,2008.09331596695,2156.06914804388,3220.21718529412,5170.09528148102,5770.48372918881,-214.597839387213,-2926.37495262971,-2344.5017545986,-173.762598353165,1791.86490870183,2283.37575884519,0.566233333333333,"SANA","Sanae",-70.03,-1.34,-70.04355556,-0.946666667,"Subarea 48.6","Dronning Maud Land","Weddell","","P-WEDDELL","no","yes","SANA"
2011,24,2997.83404915115,910.60588676779,1754.17712011034,1884.31205880829,2828.0266887155,4697.13274274939,5279.86548063443,387.559307440548,-2184.70482428713,-1510.38064147236,459.014807479918,2074.2284867228,2494.38589054708,0.310166666666667,"ASTD","Astrid",-69.95,8.31,-69.95,4.986,"Subarea 48.6","Dronning Maud Land","Weddell","","P-WEDDELL","no","no","ASTD"
2011,25,0,0,0,0,0,0,0,-680.508414496977,-1193.87674671729,-1060.00484489076,-641.230990007924,-431.83750721608,-402.280312161743,1,"LAZA","Lazarev",-69.75,15.55,-69.75,11.6625,"Subarea 48.6","Dronning Maud Land","Weddell","","P-WEDDELL","no","yes","LAZA"
2011,26,2664.29954810014,880.092203817254,1476.19276164226,1593.24009950532,2492.63870516324,4297.38876973142,4861.3368708731,-2465.08089608482,-5278.23148456854,-4687.78670850423,-2387.56002169815,-500.055491253336,-51.2106281185429,0.9769,"RAGN","Ragnhild",-69.9,27.15,-69.9,24.13333333,"Subarea 48.6","West Indian Ocean","Indian","","","no","no","RAGN"
2011,27,2881.25954492031,1192.87329547883,1248.04626722706,1409.85137928748,2660.94940708803,5119.276370032,5807.81356436948,-2091.5140577405,-5704.83320856171,-4917.32654888127,-1985.93648030859,400.893306495436,945.176116566464,0.921,"GUNN","Gunnerus",-68.75,34.38,-68.75,29.46857143,"Division 58.4.2","West Indian Ocean","Indian","","","no","no","GUNN"
2011,28,0,0,0,0,0,0,0,-234.845587457226,-613.374681690007,-490.192497379814,-194.625508696014,-109.471900315322,-100.20951366847,1,"UMBE","Umbeashi",-68.05,43.01,-68.05,0,"Division 58.4.2","West Indian Ocean","Indian","","","no","no","UMBE"
2011,29,82.9110626657425,42.1720197892042,38.8575631254908,42.2931330030318,72.5488607047252,157.223081497313,187.283533518575,-54.6784324822557,-195.84987263379,-155.515066886451,-45.1582082111347,14.6101310472751,28.975453290248,0.9016,"AMUN","Amundsen Bay",-66.78,50.55,-66.78,0,"Division 58.4.2","West Indian Ocean","Indian","","","no","no","AMUN"
2011,30,1301.86421617918,456.748975030922,665.851137554935,731.354651419718,1217.18712092159,2164.02228134782,2436.69714636113,-1630.83185341679,-3313.54435835897,-2937.01420525809,-1570.77764774734,-535.753085137845,-313.307061721271,0.990233333333333,"KLOA","Kloa Point",-66.64,57.28,-66.64,45.824,"Division 58.4.2","West Indian Ocean","Indian","","","no","no","KLOA"
2011,31,181.308601719146,93.248453121087,0,64.4373513018599,167.23435722233,347.204280038538,402.468666736677,-94.0063539049323,-307.330567295038,-262.791991361143,-89.7970732076229,61.0531404001635,98.9507237089328,0.8569,"FOLD","Fold Island",-67.32,59.32,-67.32,44.49,"Division 58.4.2","West Indian Ocean","Indian","","","no","no","FOLD"
2011,32,840.854949134646,241.030636908224,475.516867816743,516.086476287022,803.787568014911,1285.59599844149,1409.70206901481,-117.067887244507,-1063.00918886494,-820.777361574742,-72.2716172588493,440.005898270501,555.284695308373,0.5895,"TAYG","Taylor Glacier",-67.45,60.88,-67.45,43.48571429,"Division 58.4.2","West Indian Ocean","Indian","","P-EARSMPA","no","yes","TAYG"
2011,33,3690.98780391169,1485.41280692519,1652.57061457971,1860.37007015439,3406.96032631563,6516.25726409465,7386.21298679916,-3297.420992738,-7436.46820511514,-6543.69519126581,-3189.40344299292,-381.332758971974,292.167219300981,0.9657,"AUST","Auster",-67.39,63.98,-67.39,54.84,"Division 58.4.2","West Indian Ocean","Indian","","P-EARSMPA","no","no","AUST"
2011,34,2506.68935995435,848.512278782846,1329.27338267008,1447.91597891935,2353.0633762995,4098.59984859309,4561.7897068624,-773.053201922914,-2996.63317087215,-2520.49483912096,-747.798922022949,910.831916891421,1324.2885753141,0.7943,"DARN","Cape Darnley",-67.88,69.7,-67.88,49.78571429,"Division 58.4.2","West Indian Ocean","Indian","","P-EARSMPA","no","yes","DARN"
2011,35,4032.50610064991,1134.50348852378,2400.8314874442,2569.80250673737,3847.15685677134,6138.65396514485,6770.60203809332,-1006.44486866967,-3641.49358971182,-3162.83020515315,-1049.77927753334,1290.82071242123,1854.74054873993,0.796033333333333,"AMAN","Amanda Bay",-69.27,76.83,-69.27,59.75666667,"Division 58.4.2","East Indian Ocean","Indian","","","no","no","AMAN"
2011,36,390.547651254426,226.525443551784,0,132.886263415369,348.507942714627,799.853716763622,942.232956024995,-167.133529855239,-952.528921542254,-735.962087728734,-120.523811912201,264.756109980613,379.479771436971,0.7282,"BBAY","Barrier Bay",-67.22,81.92,-67.22,0,"Division 58.4.1","East Indian Ocean","Indian","","","no","no","BBAY"
2011,37,4348.62731480678,1401.34057606296,2365.82160917853,2561.04170115346,4107.47298143575,6936.77668409619,7766.70940073636,-784.502689486123,-6587.91146518352,-5220.1573589269,-580.647419094102,3213.06334223771,4266.96171122226,0.617033333333333,"HASW","Haswell Island",-66.52,93.01,-66.52,0,"Division 58.4.1","East Indian Ocean","Pacific","","P-EARSMPA","no","yes","HASW"
2011,38,4962.38883526773,2344.91022308565,0,2039.40791771697,4647.44126019811,9120.73373274747,10484.5126800098,-1084.10953537927,-6232.97170320604,-5105.38675775437,-1051.20835738781,2712.91560444934,3863.92187331685,0.709933333333333,"SHAC","Shackleton Ice Shelf",-64.86,96.02,-64.86,0,"Division 58.4.1","East Indian Ocean","Pacific","","","no","no","SHAC"
2011,39,2188.24766457091,503.965756924735,1431.6112099646,1515.08776191511,2113.46877200579,3123.80285266631,3390.96183685912,228.465502681938,-1397.60697795588,-993.784669310867,276.015118870071,1305.79056901841,1538.72736165988,0.328266666666667,"BOWM","Bowman Island",-65.16,103.07,-65.16,73.62142857,"Division 58.4.1","Australia","Pacific","","","no","no","BOWM"
2011,40,1969.39009263833,575.313231842896,1146.3490103085,1234.69170965167,1871.32244665091,3048.96334572347,3378.42550596122,-489.696922200263,-3263.97937991758,-2635.5601006093,-373.68011273065,1363.49104754473,1840.64211757315,0.658266666666667,"PSON","Peterson Bank",-65.92,110.23,-65.92,94.48285714,"Division 58.4.1","Australia","Pacific","","","no","no","PSON"
2011,41,8468.47156147612,2288.93410877058,5172.82604252893,5523.41880421535,8083.49280601393,12701.6188588191,14031.4911104056,-2930.77270347138,-10844.8299557962,-9093.41140505762,-2635.08965611397,2235.59160897716,3359.5876986849,0.8214,"DIBB","Dibble Glacier",-66.01,134.79,-66.01,117.94125,"Division 58.4.1","Australia","Pacific","","","no","no","DIBB"
2011,42,1739.61413555981,444.746084603828,1067.40950983298,1149.32553615143,1672.74491997041,2550.23124159911,2797.74711463112,-576.469804191747,-2124.13597847876,-1778.67908388625,-525.956762291297,435.162846166449,647.652989995275,0.819866666666667,"PGEO","Point Geologie",-66.67,140.01,-66.67,108.8966667,"Division 58.4.1","Australia","Pacific","","P-EARSMPA","no","yes","PGEO"
2011,43,3865.02945860132,1296.64944988841,2170.44087398786,2334.71564063714,3599.24741337093,6267.3162285513,7122.26218075254,-1637.55035530225,-5470.57435701336,-4557.26509634713,-1518.92975450673,888.392895782863,1549.86110771585,0.8664,"MERT","Mertz Glacier",-67.23,145.516,-67.239125,18.1894935,"Division 58.4.1","Victoria Oates Land","Pacific","","P-EARSMPA","no","yes","MERT"
2011,44,1786.47737460791,620.448206971444,920.115518248535,1009.29713414459,1674.63522303898,2955.10085335618,3305.49506091125,-115.862770143159,-1621.29315627705,-1289.66153163527,-115.107536968674,1053.75803135062,1353.47197896973,0.574833333333333,"DBAY","Davis Bay",-69.35,158.49,-69.35,0,"Subarea 88.1","Victoria Oates Land","Pacific","Ross","","yes","yes","DBAY"
2011,45,15274.0772942809,2936.72082034928,10619.3162140261,11196.7810594755,14899.1446574339,20640.2707997737,21961.4514569238,3924.54770242359,-4093.17844088495,-2383.91915367656,4006.28756497196,10075.2157596315,11392.4454244701,0.135633333333333,"WASH","Cape Washington",-74.64,165.37,-74.64,0,"Subarea 88.1","Victoria Oates Land","Ross","Ross","","yes","yes","WASH"
2011,46,1314.04366996988,350.725411839723,752.913367811824,823.558950187737,1268.42264501524,1954.91318197189,2126.7240626122,-667.035315284443,-2138.78606485928,-1811.75693289153,-599.056368955115,247.011464153475,406.661842756367,0.878433333333333,"BEAN","Beaufort Island",-76.94,167.02,-76.94,146.1425,"Subarea 88.1","Victoria Oates Land","Ross","Ross","","yes","yes","BEAN"
2011,47,7336.68593327891,1623.48514963033,4778.73292079375,5082.4821376538,7129.20060607178,10280.0329416151,11031.1350391065,-633.568989907547,-6332.3547164852,-5085.7875517951,-464.101897095781,3219.59542321272,4042.22065672108,0.582666666666667,"FRAN","Franklin Island",-76.18,168.43,-76.18,147.37625,"Subarea 88.1","Victoria Oates Land","Ross","Ross","","yes","yes","FRAN"
2011,48,912.033978685675,215.76883902808,574.790122891728,614.414422230949,882.644767898187,1304.9298931381,1417.1329231385,137.010337484318,-695.161975603046,-498.216000777258,171.730870275833,654.911016164498,757.121677565874,0.296666666666667,"CROZ","Cape Crozier",-77.46,169.32,-77.46,112.88,"Subarea 88.1","Victoria Oates Land","Ross","Ross","","yes","yes","CROZ"
2011,49,22984.8736827518,2775.145079583,18178.0181888429,18850.6697733416,22769.4018827948,27882.2653265276,29003.1703477635,-2652.58855846053,-20095.3334365262,-16003.0524321142,-1596.34886880883,7057.57318329337,8462.8440512049,0.6022,"COUL","Coulman Island",-73.35,169.61,-73.35,152.649,"Subarea 88.1","Victoria Oates Land","Ross","Ross","","yes","yes","COUL"
2011,50,8496.20429892336,1960.43410608147,5391.17713013045,5769.94807493687,8250.50132811862,12069.4880394094,13045.3667925046,-1467.95427096561,-8731.46753245883,-7113.01338343819,-1214.26235358184,3303.06060769398,4224.61465227396,0.668233333333333,"ROGE","Cape Roget",-71.99,170.59,-71.99,136.472,"Subarea 88.1","Victoria Oates Land","Ross","Ross","","yes","yes","ROGE"
2012,1,25129.6923365596,6713.23800362235,14657.8945277189,15880.6048255624,24241.1956686551,37273.8469854278,40722.1559010665,8659.82045909197,-8261.74612940529,-4818.69347850678,8604.53667429248,22416.7649637124,25975.9778927129,0.130733333333333,"CBEK","Cape Colbeck",-77.135,-157.715,-77.135,-131.4166667,"Subarea 88.2","Amundsen Sea","Ross","Ross","","yes","yes","CBEK"
2012,2,1954.91596581261,628.23841158425,1092.01356822901,1179.33830311012,1837.88445584463,3139.99490028288,3481.72443732722,-653.761586282635,-3821.70254343186,-3016.14564151021,-522.28621018228,1402.59303079072,1857.39047104409,0.699333333333333,"RUPE","Rupert Coast",-75.38,-143.3,-75.38,0,"Subarea 88.2","Amundsen Sea","Ross","","","no","no","RUPE"
2012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LEDD","Ledda Bay",-74.228,-130.784,-74.228,-16.36625,"Subarea 88.2","Amundsen Sea","Bell-Amundsen","","","no","no","LEDD"
2012,4,3239.20338731135,897.264692027876,1940.63919383782,2077.06239746361,3090.34005363788,4903.90043504587,5410.64182590025,-500.493360510495,-3732.84206561649,-2978.06995487342,-391.631307945569,1627.40019150284,2095.79322934852,0.633366666666667,"THUR","Thurston Glacier",-73.5,-125.621,-73.5,-109.918375,"Subarea 88.2","Amundsen Sea","Bell-Amundsen","","","no","no","THUR"
2012,5,2896.01675034192,807.71809944144,1768.60236823786,1877.97383946237,2752.80910604977,4410.38370012406,4849.12992368011,-4920.25233512771,-9208.94432609985,-8248.07036032691,-4688.85469126745,-2359.47173801262,-1913.92512313978,0.999133333333333,"BEAR","Bear Peninsula",-74.35,-110.25,-74.3555,-82.6875,"Subarea 88.2","Amundsen Sea","Bell-Amundsen","","","no","no","BEAR"
2012,6,3167.4109907028,1020.13131275305,1796.4875294688,1929.77634706449,2967.43732420019,5066.74086156046,5696.80109645668,-2863.86645418915,-6813.62458783554,-5948.90290623323,-2712.21479809046,-285.019487562017,278.344417902706,0.9649,"BSON","Brownson Islands",-74.35,-103.64,-74.35,-74.02857143,"Subarea 88.3","Amundsen Sea","Bell-Amundsen","","","no","no","BSON"
2012,7,1887.39638056309,733.549324897773,893.35880548041,985.138418324414,1748.39717764114,3251.78520516732,3679.3390802071,-1779.34082250637,-4168.98122144779,-3650.00483887405,-1707.5160358449,-108.25473747909,272.254734493204,0.958666666666667,"NOVI","Noville Peninsula",-71.77,-98.45,-71.77,-86.14375,"Subarea 88.3","Bellingshausen Sea","Bell-Amundsen","","","no","no","NOVI"
